,Query,Cosine Similarity
12775,genetics home reference,0.04030089
12776,tailbone,0.0402952
12777,rectal fissure,0.040275857
12778,dr oz weight loss pill,0.040249623
12779,doctor search,0.040221468
12780,buscopan,0.040201582
12781,liver enzymes,0.040189404
12782,ccg jobs,0.04017606
12783,pharmacological,0.040120207
12784,cancer doctor,0.040116422
12785,keppra medication,0.040111117
12786,research of,0.040078446
12787,education,0.040078446
12788,loratadine dosage,0.040071137
12789,what is a lesion,0.040060014
12790,causes of down syndrome,0.040049084
12791,trigger point injections,0.040046997
12792,hydrocodone,0.040031612
12793,duke hospital,0.040028
12794,urge incontinence,0.040024452
12795,underactive thyroid,0.040007796
12796,nature deficit disorder,0.039975982
12797,nurse porn,0.03996022
12798,causes of lung cancer,0.039954558
12799,telehealth,0.039953895
12800,breast cancer symbol,0.039925277
12801,newborn sleep patterns,0.0399119
12802,eye movement desensitization and reprocessing,0.03989164
12803,melanoma photos,0.039882835
12804,how to bleed radiator,0.0398821
12805,medical fields,0.039822817
12806,does drinking water help you lose weight,0.039786603
12807,nursing programs,0.03978633
12808,vitamin b12 injections,0.03978007
12809,ear thermometer,0.039771017
12810,protein drink,0.039765023
12811,clinical practice guidelines,0.039750133
12812,calories in alcoholic drinks,0.03973692
12813,western sussex hospitals,0.039736632
12814,small intestine function,0.039723918
12815,ucla medical center,0.039696153
12816,propofol infusion syndrome,0.039679512
12817,integrative medicine,0.039672077
12818,nursing home insurance,0.039669465
12819,nhs professionals,0.039665826
12820,midwife quotes,0.03966225
12821,baby porridge,0.03964834
12822,female reproductive system diagram,0.039643288
12823,abdominal aneurysm,0.03963138
12824,burn blister,0.03962758
12825,health supplements,0.03961899
12826,bleach bath,0.03961147
12827,baker cyst,0.039588287
12828,sleep apnea,0.039586198
12829,hypoglycemia diet,0.03958273
12830,effects of lsd,0.039577503
12831,h7n9,0.03957693
12832,how to get rid of dandruff fast,0.0395761
12833,undifferentiated connective tissue disease,0.03954518
12834,tubal pregnancy,0.03954414
12835,anemia causes,0.03953418
12836,colon removal,0.03951072
12837,cancer awareness colors,0.03950583
12838,eardrum,0.039504047
12839,subcutaneous cyst,0.039479215
12840,water retention remedies,0.03947168
12841,nejm,0.039468583
12842,home remedies for earache,0.039460815
12843,liver spots,0.039450984
12844,prune juice for constipation,0.03940727
12845,stage 1 hypertension,0.039370842
12846,weight loss clinics,0.039354295
12847,under breast,0.039298188
12848,thoracic cavity,0.03925392
12849,how to get rid of genital warts,0.03925293
12850,in ear,0.03925016
12851,claritin d,0.039233364
12852,carpel tunnel syndrome,0.03922815
12853,gastric band,0.039222643
12854,histrionic personality disorder test,0.03916558
12855,mindfulness based stress reduction,0.03916139
12856,exercise calories,0.039120086
12857,triple negative breast cancer,0.039108135
12858,acupuncture for weight loss,0.03910734
12859,tapeworm diet,0.03909996
12860,obesity in america,0.039084252
12861,yeast free diet,0.03902109
12862,cushings in dogs,0.039012227
12863,disorder film,0.038993374
12864,low residue diet,0.038969256
12865,tapeworm treatment,0.0389234
12866,creatine,0.038921114
12867,carnitine deficiency,0.038906544
12868,sexual addiction,0.038869876
12869,what causes warts,0.038869556
12870,emdr therapy,0.038851455
12871,sleep apnea in children,0.03880855
12872,retinopathy,0.03879966
12873,smoking and pregnancy,0.038789514
12874,anticoagulants,0.03875081
12875,boil treatment,0.0387141
12876,emphysema treatment,0.038659725
12877,ask my gp,0.03864225
12878,what is a fistula,0.03860912
12879,morphine overdose,0.038608544
12880,breast cancer survivors,0.03859944
12881,blood transfusions,0.038571842
12882,anxiety drugs,0.038564928
12883,help syndrome,0.038558155
12884,skin cancer types,0.038516633
12885,doctors tv,0.03846788
12886,brain hemorrhage,0.0384219
12887,urinary system,0.038416732
12888,hernia,0.038414825
12889,eat before workout,0.038378302
12890,cerebral aneurysm,0.03836894
12891,cardiac arrhythmias,0.03836874
12892,family medical center,0.038357884
12893,health and safety legislation,0.038349193
12894,computer doctor,0.03829402
12895,pictures of melanoma,0.03829356
12896,xanax drug,0.03825575
12897,fibroid uterus,0.038251456
12898,piriformis syndrome treatment,0.038246237
12899,weight loss vitamins,0.03824447
12900,what not to eat during pregnancy,0.038235065
12901,bleed a radiator,0.038227174
12902,anxiety medication list,0.038223833
12903,health discounts,0.03821591
12904,is creatine bad for you,0.038212147
12905,tablets for kids,0.038164258
12906,gabapentin dosage,0.038151644
12907,what is chemotherapy,0.03814476
12908,breast,0.038107414
12909,heroin overdose,0.038100287
12910,amitriptyline hcl,0.03809574
12911,far over the misty mountains cold,0.038087014
12912,mini dental implants,0.038082637
12913,american college of sports medicine,0.03807065
12914,lump in breast,0.038039852
12915,sex after childbirth,0.038020372
12916,the urinary system,0.03801781
12917,pulmonary hypertension,0.03800432
12918,brain eating amoeba,0.03799768
12919,weightloss pills,0.037983097
12920,careers in nursing,0.03797987
12921,enlarged liver,0.037972875
12922,diabetic medications,0.037972637
12923,burning feet,0.03795564
12924,male fertility,0.037934247
12925,congestive heart failure,0.037905812
12926,dentist uk,0.037896443
12927,pmdd treatment,0.037895035
12928,brain aneurysm,0.0378867
12929,uric acid levels,0.037883822
12930,hernias,0.037845127
12931,renal vein,0.037809417
12932,nhs pay,0.03780466
12933,gallbladder sludge,0.03777326
12934,registered nurse jobs,0.037723802
12935,anxiety medicine,0.03771727
12936,what is progeria,0.03767728
12937,what causes leukemia,0.037667196
12938,dental implants,0.037662085
12939,ludwig angina,0.037647963
12940,tierd,0.03764125
12941,blocked salivary gland,0.03763807
12942,diabetic foods,0.03763397
12943,nursing program,0.037616402
12944,physical development in adolescence,0.037613228
12945,natural antidepressant,0.03761093
12946,tracheostomy,0.037606407
12947,sweat stains,0.03759669
12948,baby milk powder,0.03756083
12949,hydrochloric acid msds,0.037557185
12950,dvt treatment,0.037528485
12951,secondary hypothyroidism,0.037523385
12952,varicose veins,0.0375188
12953,the reproductive system,0.037475094
12954,femoral neck fracture,0.03746847
12955,oncology,0.03744788
12956,cholesterol readings,0.037399434
12957,bowen therapy,0.037380263
12958,nhs bmi calculator,0.03737334
12959,causes of lightheadedness,0.037362043
12960,is carbonated water bad for you,0.037361473
12961,bleeding during ovulation,0.03733514
12962,cataract,0.037324302
12963,secondary hyperparathyroidism,0.037317656
12964,homecare,0.03731308
12965,adjustment disorder,0.037299737
12966,thc drug test,0.03727915
12967,cognitive behavior,0.037278667
12968,triage,0.037254386
12969,caffeine addiction,0.037246842
12970,lpr reflux,0.03724315
12971,infertility in women,0.03721929
12972,cupping therapy,0.037209548
12973,sad light therapy,0.037206963
12974,what is mrsa,0.037168846
12975,healthcare reform bill,0.037128873
12976,benefits of vitamin d,0.037126064
12977,prime healthcare,0.037090488
12978,stop bleeding,0.03705475
12979,slipping rib syndrome,0.03702726
12980,hospital bag checklist,0.03701338
12981,cerebral palsy life expectancy,0.037010908
12982,this is your brain on drugs,0.036998015
12983,what is codeine,0.036994506
12984,calories in a whopper,0.036989924
12985,gastroscopy,0.03693559
12986,ear,0.036890693
12987,how to lose weight while breastfeeding,0.036876872
12988,how much do doctors make,0.036860913
12989,benzodiazepine withdrawal,0.03685383
12990,types of skin cancer,0.03685151
12991,my vitamin,0.03685027
12992,medical device,0.036847208
12993,mitral valve prolapse,0.036833465
12994,troponin i,0.036833297
12995,bleeding a radiator,0.036832143
12996,do condoms prevent stds,0.036806103
12997,online pharmacy,0.036768787
12998,cholesterol levels,0.036758922
12999,arcp outcomes,0.03675192
13000,diet fanta chicken,0.03675035
13001,health education england,0.036737114
13002,myocardial infarction,0.036732733
13003,abdominal hernia,0.036714897
13004,antidepressant drugs,0.036684528
13005,dermatologist,0.03666822
13006,platinum medical centre,0.036638245
13007,diabetic food,0.036598057
13008,knee brace for skiing,0.036592327
13009,how long does loss of taste last,0.03655025
13010,large intestine function,0.036543854
13011,mental health services,0.036496416
13012,family dentistry,0.036495987
13013,doctor mask,0.036493115
13014,ncbi pubmed,0.03649257
13015,liver doctor,0.03647066
13016,h pylori treatment,0.036467988
13017,how many calories in a pear,0.036391467
13018,after a miscarriage,0.036338218
13019,weight loss exercise,0.036308106
13020,green tea caffeine,0.036307335
13021,sleep,0.03627668
13022,breast ultrasound,0.036272004
13023,types of acne,0.036269218
13024,humerus fracture,0.036250316
13025,administering,0.036232613
13026,common antidepressants,0.036225803
13027,medical school admissions,0.03619369
13028,bleeding after birth,0.03619246
13029,phlebotomy,0.036162954
13030,physiotherapists,0.03614237
13031,pulmonary embolism,0.035993475
13032,types of learning disabilities,0.03598696
13033,my ear,0.03596936
13034,nursing tank,0.035957932
13035,the hangover dvd,0.035941493
13036,narrow angle glaucoma,0.03582799
13037,tinnitus treatment,0.035762955
13038,squamous epithelial cells,0.035721585
13039,hpv treatment,0.03571611
13040,vitamin store,0.035701614
13041,cetirizine,0.035696704
13042,breast cancer t shirts,0.03567867
13043,sex during pregnancy,0.03567265
13044,what is a nurse,0.035670336
13045,reproductive,0.03565154
13046,vicks sinex,0.035629872
13047,high uric acid,0.03562431
13048,the spire hospital,0.035621684
13049,augmentin antibiotic,0.03561045
13050,drinking vinegar,0.035594486
13051,complex partial seizures,0.035571545
13052,md consult,0.035563603
13053,morphine addiction,0.035533596
13054,national health insurance,0.035529796
13055,overdose,0.0355293
13056,what to eat while pregnant,0.035479512
13057,alien brain hemorrhage,0.035415065
13058,sleep aids,0.03540169
13059,melanoma pictures,0.03539533
13060,how to get rid of pimples fast,0.03539493
13061,rid of acne,0.035394903
13062,calories in tomato,0.035390772
13063,bladder,0.035383873
13064,how to time contractions,0.035363287
13065,how to get rid of tonsil stones,0.035351045
13066,becoming a doctor,0.03533095
13067,valium overdose,0.035326272
13068,health benefits of sex,0.03532196
13069,plantar warts,0.03527917
13070,neuropathy in feet,0.035267074
13071,omeprazole 40 mg,0.0352555
13072,journal of trauma,0.035249803
13073,broken heart syndrome,0.03522772
13074,fasting blood,0.03520742
13075,pregnant belly,0.035174914
13076,blood clot in leg,0.035105575
13077,infusion therapy,0.035097383
13078,thyroid cyst,0.035090398
13079,indegestion,0.035086285
13080,what is a spleen,0.03506504
13081,ovarian cancer survival rate,0.035054773
13082,potassium chloride,0.035045285
13083,dislocated rib,0.03503425
13084,preeclampsia in pregnancy,0.03502339
13085,suicidal ideation,0.035014562
13086,presbyterian hospital,0.034999598
13087,cauda equina syndrome,0.034970127
13088,vitamin d,0.034963537
13089,lip cancer,0.034939848
13090,child nursing personal statement,0.034929518
13091,what is h pylori,0.034882482
13092,hair follicle drug test,0.03486278
13093,sodium potassium pump,0.03484675
13094,drinking water to lose weight,0.03484553
13095,belch,0.034706265
13096,nurse educator,0.03467945
13097,spider in ear,0.03465762
13098,alcohol urine test,0.034657486
13099,skin doctor,0.034645513
13100,male reproductive organs,0.034618415
13101,efficacy,0.034605045
13102,reproductive system,0.03458606
13103,types of brain tumors,0.03457591
13104,water cure,0.034544714
13105,medieval medicine,0.03451692
13106,vaginal bleeding after intercourse,0.03451006
13107,bread crumbs,0.0345095
13108,complementary and alternative medicine,0.034505647
13109,animal medical center,0.03449511
13110,vitamin supplements,0.034479365
13111,achilles heel pain,0.034444727
13112,community treatment order,0.034439832
13113,advanced practice nurse,0.03443733
13114,calorie burn,0.034434423
13115,risk factors for heart disease,0.034428988
13116,propranolol dosage,0.03442172
13117,atypical cells,0.034419388
13118,magnesium supplements,0.034418788
13119,what causes varicose veins,0.034398545
13120,endocrine disorders,0.03435557
13121,magnesium foods,0.034330923
13122,complementary therapies,0.03431297
13123,hangover dvd,0.03430332
13124,medical history form,0.034294594
13125,36.5 inches in cm,0.034284275
13126,cold band,0.03427396
13127,liquid calcium,0.034264214
13128,sadistic personality disorder,0.03424818
13129,ablation definition,0.03423495
13130,medical insurance,0.034213275
13131,baby piriton,0.034209747
13132,food poisioning,0.034198355
13133,laryngitis treatment,0.03419005
13134,ulsers,0.03418907
13135,getting pregnant with pcos,0.03418827
13136,impulse control disorder,0.03417802
13137,what causes bladder infections,0.034169286
13138,cornea transplant,0.034132108
13139,pregnancy nhs,0.034097224
13140,dry socket treatment,0.03409476
13141,thyroid biopsy,0.034084897
13142,what is gestational diabetes,0.034041896
13143,integrative,0.03401225
13144,what is pleurisy,0.033976134
13145,menopause treatment,0.03396128
13146,ectopic pregnancy,0.033948448
13147,psych ward,0.033947147
13148,hypoglycemia causes,0.03393971
13149,breast cancer shirts,0.033938974
13150,tramadol dosage,0.033921186
13151,separation anxiety in children,0.03390777
13152,wart removal home remedies,0.033904202
13153,sex after pregnancy,0.033895217
13154,rotator cuff surgery,0.033892438
13155,calories in vodka,0.03388197
13156,masters in nursing,0.03386852
13157,chest tubes,0.033820793
13158,shoulder arthroscopy,0.033786222
13159,hickman catheter,0.033770658
13160,spinal tumor,0.033730365
13161,health care vote,0.033652864
13162,anxiety medications,0.03363215
13163,spinal tap procedure,0.033632066
13164,foods for diabetics,0.03362514
13165,biochemistry,0.033610284
13166,carcinoma,0.033609536
13167,sebaceous cyst,0.033600643
13168,oldbury health centre,0.033598807
13169,middle ear,0.033597466
13170,nurse midwife,0.03359311
13171,of education,0.033591796
13172,seizures in children,0.033578232
13173,butter calories,0.033542052
13174,mitral,0.033535227
13175,health benefits of apples,0.0335185
13176,age related macular degeneration,0.03350828
13177,blood clots in urine,0.033479244
13178,case control study,0.03347423
13179,vitamin b6 benefits,0.033471603
13180,carcinoma cancer,0.03346157
13181,blood clot in lungs,0.03345634
13182,back acne,0.03344387
13183,seizure disorder,0.03342747
13184,prevention magazine,0.03341397
13185,causes of anemia,0.033402998
13186,stress fracture in foot,0.03337064
13187,muscle food,0.03334331
13188,auditory processing disorder,0.033329066
13189,naproxen dosage,0.033313975
13190,ultrasound gel,0.03330079
13191,electroconvulsive therapy,0.033284735
13192,sociopathic personality disorder,0.033276953
13193,myocardial,0.033237778
13194,brain aneurism,0.03323623
13195,anesthesia,0.0332361
13196,water treatment,0.033220492
13197,benefits of b12,0.03320843
13198,ischemic heart disease,0.033167332
13199,night sweats causes,0.033165872
13200,doctor manhattan,0.03310968
13201,venous thrombosis,0.03310317
13202,erotic clinic,0.03309988
13203,steps to wellbeing,0.03309962
13204,surger,0.033070482
13205,top 40,0.03306232
13206,bleeding during pregnancy,0.03305845
13207,anti itch cream,0.03303332
13208,obesity definition,0.033031926
13209,function of pancreas,0.033011295
13210,what is renal failure,0.032997902
13211,homeopath,0.032997232
13212,causes of pancreatic cancer,0.03298145
13213,headach,0.032968067
13214,now vitamins,0.03295275
13215,blue inhaler,0.03293649
13216,acute coronary syndrome,0.032912888
13217,infant nutrition,0.032901943
13218,the lurgy,0.032899022
13219,urinary incontinence,0.032874815
13220,ischemic cardiomyopathy,0.032834098
13221,tennis elbow treatment,0.032829914
13222,what causes dandruff,0.03280773
13223,new weight loss drug,0.03280054
13224,alopecia,0.03279408
13225,college of nursing,0.03278531
13226,citalopram withdrawal,0.032776747
13227,rehab,0.032767896
13228,hepatic portal vein,0.032706406
13229,eye specialist,0.03267509
13230,journal of the national cancer institute,0.032667484
13231,cholesterol test,0.032657802
13232,seizures in adults,0.032651663
13233,relapse prevention,0.032650493
13234,night nurse review,0.032648344
13235,antidepressant medication,0.03264595
13236,lower right abdomen,0.03264399
13237,vitamin e,0.03263617
13238,how many calories do you burn having sex,0.03263211
13239,urine therapy,0.032608896
13240,what is mesothelioma,0.032608654
13241,nursing necklace,0.032546196
13242,hyposmia,0.032527905
13243,bleeding from ear,0.03248564
13244,nutritional yeast,0.03248348
13245,azithromycin and alcohol,0.03248001
13246,bleeding radiators,0.032460567
13247,heat stroke,0.032426924
13248,obesity help,0.032422476
13249,cancer research journal,0.032419443
13250,what is cancer,0.03241419
13251,bear gall bladder,0.03238911
13252,exercises for back pain,0.03238781
13253,nhs test and trace,0.032385297
13254,mortality rate,0.032384664
13255,bruised heel,0.032318957
13256,vitamins for weight loss,0.03230074
13257,treatment for genital warts,0.03225739
13258,what is narcolepsy,0.032241635
13259,lemsips,0.032231107
13260,iron overdose,0.032197878
13261,medical defence,0.03218355
13262,diet journal,0.032155015
13263,hormone,0.0321383
13264,what causes ovarian cysts,0.032104246
13265,what is acetaminophen,0.032099195
13266,medical bracelets,0.032099087
13267,her2 breast cancer,0.032093644
13268,adventist health,0.032089047
13269,radiator bleed valve,0.032060605
13270,xanax pills,0.03205421
13271,sleep cycle,0.03201708
13272,medical practice,0.032013092
13273,sprain ankle,0.03199542
13274,post traumatic stress syndrome,0.031994767
13275,anti social personality disorder,0.031978063
13276,what is a tumor,0.031959146
13277,dr life,0.031935968
13278,health protection scotland,0.03193164
13279,corneal transplant,0.03188373
13280,creatine powder,0.031874575
13281,veterinary assistant salary,0.03181858
13282,narcotic analgesics,0.031817205
13283,trisomy 18 syndrome,0.031789586
13284,tramadol addiction,0.031744745
13285,clin,0.031732444
13286,drug costs,0.03172536
13287,private dental insurance,0.031703226
13288,american psychiatric association,0.03168746
13289,ruptured ovarian cyst,0.03166627
13290,carbs in watermelon,0.031664226
13291,the hangover movie,0.03163606
13292,24 hr pharmacy,0.031581763
13293,heroin addiction,0.031574637
13294,cholesterol testing,0.031563833
13295,ear anatomy,0.03153091
13296,gabapentin,0.031523854
13297,calories in a tomato,0.031514794
13298,mri contrast,0.031482924
13299,ingrown hair on vagina,0.03144706
13300,dr manhattan,0.031426936
13301,breast cyst,0.031400584
13302,when can babies drink water,0.031400256
13303,hormonal acne,0.031399824
13304,muscle tissue,0.031394273
13305,a tissue,0.031392664
13306,pediatrician,0.031383317
13307,therapy lyrics,0.031367324
13308,is diet coke bad for you,0.03134229
13309,fat calories,0.03132263
13310,systemic vascular resistance,0.031315796
13311,small cell carcinoma,0.031301767
13312,general dentistry,0.03128937
13313,does acupuncture work,0.031206487
13314,codeine pills,0.031159088
13315,kids tablets,0.03115726
13316,vitamin c tablets,0.031108465
13317,neuropathy feet,0.031041611
13318,human body organs,0.03097345
13319,primary hyperparathyroidism,0.030953027
13320,prostate cancer prognosis,0.030952074
13321,medical technology,0.030918129
13322,back doctor,0.0309143
13323,what does vitamin b12 do,0.030861523
13324,leading causes of death,0.030844659
13325,spire hospital,0.03083402
13326,a gp,0.03082833
13327,cervical biopsy,0.030822333
13328,ocd treatment,0.03077551
13329,breastfeeding while pregnant,0.030772505
13330,impotence causes,0.03071921
13331,enlarged thyroid,0.030682176
13332,fda,0.030673161
13333,allied health careers,0.03067054
13334,morning after pills,0.03066775
13335,melatonin dose,0.030654445
13336,how to prevent shin splints,0.03063855
13337,water therapy,0.030625295
13338,angioplasty,0.030609356
13339,drinking lemon water,0.030592054
13340,osteoporosis risk factors,0.030557621
13341,natural pain killers,0.030527214
13342,valium dosage,0.0305209
13343,medicine uk,0.030512579
13344,stress fracture foot,0.030496141
13345,after sunburn,0.030488934
13346,pregabalin,0.030448068
13347,medication dictionary,0.030400338
13348,ivf cost,0.030399706
13349,bilious,0.030384846
13350,how to get rid of a blister,0.03033682
13351,earache remedies,0.030296644
13352,what causes anxiety,0.030294556
13353,groin hernia,0.030276664
13354,trigeminal nerve,0.030268705
13355,lemsip tablets,0.030234784
13356,health and safety,0.030208945
13357,university staff,0.030196775
13358,psychiatrists,0.030170174
13359,benefits of vitamin a,0.03015896
13360,doctors in training,0.030132735
13361,chaffing,0.030129366
13362,cerebral hemorrhage,0.03012048
13363,back pain treatment,0.030076427
13364,types of therapy,0.03005673
13365,nursing theories,0.029935565
13366,famous doctors,0.02993527
13367,pseudoephedrine,0.029933352
13368,adult acne,0.029921936
13369,best anxiety medication,0.029921085
13370,how to get rid of a cyst,0.0299155
13371,harm reduction,0.029900597
13372,medical transcription,0.029897405
13373,what is rosacea,0.029879304
13374,stage 4 melanoma,0.029856171
13375,ganglion cyst wrist,0.02983848
13376,pulmonary capillary wedge pressure,0.029796446
13377,what causes down syndrome,0.029780611
13378,morphine dosage,0.029689904
13379,38 celsius to fahrenheit,0.029681271
13380,15 week ultrasound,0.029681213
13381,adult adhd test,0.029649302
13382,salicylic acid,0.029620323
13383,spinal injuries,0.02958925
13384,anal prolapse,0.029536285
13385,select medical,0.029535241
13386,postpartum bleeding,0.02953209
13387,ophthalmic technician,0.02951183
13388,croissant calories,0.029496629
13389,vitamin d benefits,0.02946759
13390,medical practice near me,0.029462405
13391,what causes lightheadedness,0.029462297
13392,gallbladder cleanse,0.029455055
13393,renal pelvis,0.029446106
13394,sleep regression,0.029386904
13395,vertigo medication,0.029380277
13396,glaucoma treatment,0.029380165
13397,sodium hydroxide msds,0.029374659
13398,pelvic area,0.02937065
13399,male fertility test,0.029353611
13400,prednisone weight gain,0.02933317
13401,herbal cleanse,0.02928754
13402,benefits of smoking,0.029252756
13403,ganglion cyst in wrist,0.029224616
13404,research and development,0.02920757
13405,tonsillectomy in adults,0.029191367
13406,braxton hicks contractions pain,0.029185157
13407,normal cholesterol levels,0.029183052
13408,opiate withdrawal,0.029177492
13409,anti reflux milk,0.029169979
13410,bard medical,0.029147897
13411,nursing covers,0.029134646
13412,what is vertigo,0.029105827
13413,drug treatment,0.02909586
13414,alcohol and weight loss,0.029032871
13415,precum pregnancy,0.029025778
13416,blood clots in lungs,0.028972965
13417,vestibular disease in dogs,0.028963888
13418,down syndrome causes,0.02896218
13419,shoulder impingement syndrome,0.028923122
13420,leukemia treatment,0.028910069
13421,bunion surgery recovery,0.028894302
13422,kidney doctor,0.028883565
13423,kidney function,0.028874937
13424,negligence,0.028867666
13425,shoulder surgery,0.028851915
13426,bone marrow transplant procedure,0.028814927
13427,blood clot in brain,0.028788093
13428,drug addicts,0.028776135
13429,apple cider vinegar detox,0.028775655
13430,family physician,0.02877564
13431,cancer moles,0.028757207
13432,exercise for weight loss,0.02874523
13433,ludwigs angina,0.0287342
13434,hemorrhoid relief,0.028714698
13435,rosacea diet,0.028713357
13436,high temperature nhs,0.028708376
13437,vaporub,0.028680997
13438,tachycardia,0.02868009
13439,juice plus tablets,0.028656295
13440,lip cancer pictures,0.02856677
13441,calories in foods,0.02856121
13442,diclofenac sod,0.028549239
13443,genital warts treatment,0.028520353
13444,transvaginal ultrasound,0.028516844
13445,dry scalp remedies,0.028494164
13446,calories in butter,0.028483655
13447,whooping,0.028470311
13448,anxiety medication,0.028460063
13449,adrenal insufficiency,0.028455991
13450,soda teeth,0.028451454
13451,vicks when pregnant,0.028439833
13452,vascular dementia,0.028435111
13453,oasis dental,0.028434727
13454,iapt,0.028423697
13455,skeletal muscle function,0.02840085
13456,a chest,0.028388403
13457,athletes foot home remedy,0.028367007
13458,subcutaneous injection,0.028329376
13459,central serous retinopathy,0.028302148
13460,wastewater treatment,0.028208133
13461,bone cancer survival rate,0.02818057
13462,health and safety executive,0.028164303
13463,13 week ultrasound,0.028136289
13464,b12 supplement,0.02810241
13465,osteopathic,0.02810172
13466,tendons and ligaments,0.028099453
13467,duloxetine,0.028095089
13468,blocked ears,0.028065963
13469,restless leg syndrome treatment,0.0280564
13470,opioid dependence,0.028029315
13471,cerebral palsy causes,0.028005496
13472,cheese calories,0.027979832
13473,beconase,0.027950834
13474,gp online,0.027942138
13475,thrombosis,0.027921598
13476,dettol mould and mildew,0.02791509
13477,beechams,0.02789863
13478,nursing degree,0.027897976
13479,foods with magnesium,0.027887523
13480,gallstone diet,0.027849624
13481,clean eating diet,0.027819168
13482,trisomy,0.027808461
13483,sleep remedies,0.027808439
13484,vitamin d dosage,0.027806256
13485,healthcare insurance,0.027790166
13486,hemorrhagic cyst,0.027787585
13487,medical records jobs,0.027785065
13488,food for diabetics,0.02777186
13489,bladder stones,0.027707895
13490,health service discounts,0.027697425
13491,what causes psoriasis,0.027674038
13492,lloyds pharmacy,0.027669609
13493,medical school rankings,0.02766059
13494,temperature of 39 in adults,0.02765086
13495,maternity triage,0.027608667
13496,research for,0.02758601
13497,ganglion cysts,0.027583418
13498,function of the pancreas,0.0275653
13499,iud pregnancy,0.027551755
13500,cranial nerve exam,0.027551029
13501,research studies,0.027541146
13502,health promotion,0.02750855
13503,vitamin stores,0.027473368
13504,amount of caffeine in coffee,0.027460096
13505,bone density scan,0.02742611
13506,what causes shin splints,0.027425881
13507,cells tissues and organs,0.027394872
13508,access to nursing,0.02738568
13509,prescription medications,0.027340792
13510,dialysis diet,0.027338605
13511,kidney reflux,0.027335972
13512,healthcare industry,0.02732858
13513,brain trauma,0.027324544
13514,speech therapy,0.027309986
13515,diabetic diet,0.027284157
13516,prostate problems,0.027154284
13517,what is cervical cancer,0.027132193
13518,miscarriage awareness,0.027071415
13519,epilepsy awareness,0.027050726
13520,steroid forum,0.027049255
13521,hairy cell leukemia,0.027030004
13522,structure of nervous tissue,0.02702379
13523,metformin for weight loss,0.027011137
13524,calcification,0.027003715
13525,health and safety laws,0.026984658
13526,poo poo platter,0.026980389
13527,primary pulmonary hypertension,0.026936777
13528,dissociative identity disorder,0.026936118
13529,how to get rid of acne fast,0.026923995
13530,physiatrist,0.026863605
13531,blood clots in leg,0.026835319
13532,body dysmorphic disorder,0.0268066
13533,ischemic optic neuropathy,0.026804611
13534,lurgy,0.026765825
13535,fentanyl,0.026729392
13536,what is magnesium,0.026587732
13537,starvation diet,0.026558088
13538,what is metronidazole,0.026535183
13539,enteral nutrition,0.02652524
13540,oncology nurse,0.026502479
13541,lower back pain exercises,0.026502084
13542,cauliflower calories,0.02645741
13543,lungs function,0.026448932
13544,human liver,0.026430361
13545,alcohol withdrawal timeline,0.026416913
13546,causes of kidney failure,0.026408503
13547,histology,0.026392654
13548,anticoagulant,0.026389338
13549,what is acupuncture,0.026377466
13550,foods to eat while pregnant,0.026306989
13551,nhs job,0.026302971
13552,surgical masks,0.026296547
13553,get rid of water retention,0.026220798
13554,pregnancy foods,0.02618359
13555,the skeletal system,0.02617539
13556,vitamin k benefits,0.026143664
13557,pleurisy causes,0.026077505
13558,naproxen high,0.026075048
13559,hypertensive heart disease,0.026059879
13560,natural killer cells,0.02602127
13561,shin splint treatment,0.026021156
13562,sciatic nerve pain,0.026016377
13563,in house pharmacy,0.025997799
13564,genetic,0.025994327
13565,retch,0.02598751
13566,treatment for hpv,0.025986299
13567,erythromycin ointment,0.02593609
13568,coronary heart disease,0.025935132
13569,impingement syndrome,0.025927316
13570,blood in urine causes,0.025922347
13571,blister treatment,0.02591884
13572,prescription drug abuse,0.02591585
13573,health and safety act,0.025910454
13574,diet for diabetics,0.025908653
13575,tendons in the foot,0.025902582
13576,how many calories does running burn,0.02589826
13577,the chest,0.025870264
13578,hippocratic,0.025867812
13579,cardiovascular health,0.025858644
13580,free prescriptions,0.025853636
13581,cadmium poisoning,0.025831789
13582,vitamins and supplements,0.025787454
13583,cold laser,0.025780149
13584,local anesthesia,0.025775477
13585,private health insurance,0.025739487
13586,vitamin p,0.025692128
13587,supplements for weight loss,0.025673442
13588,tincture of iodine,0.025668502
13589,my nhs number,0.02565195
13590,prophylaxis dental,0.025639217
13591,rectal cancer,0.025619704
13592,abbott nutrition,0.025617596
13593,medical uk,0.02559616
13594,hca healthcare,0.025518041
13595,clotting cascade,0.025508903
13596,epilepsy,0.025503863
13597,orthopod,0.02548317
13598,hangover movie,0.025452103
13599,heart palpatations,0.025365569
13600,doctor patient confidentiality,0.025356062
13601,medicines management,0.025333755
13602,endometriosis diet,0.025324058
13603,bladder cancer prognosis,0.025315117
13604,advanced dermatology,0.025314685
13605,sleep spray,0.025300972
13606,how to treat shin splints,0.025294203
13607,the practice,0.025288895
13608,teething baby,0.025282513
13609,caffeine in green tea,0.025222095
13610,sublingual gland,0.025202297
13611,group therapy,0.025170268
13612,doctors without borders,0.02516397
13613,kidney dialysis,0.025105495
13614,anemia definition,0.025087181
13615,grapefruit calories,0.025052827
13616,cancer survival rate,0.025049888
13617,juice plus vitamins,0.025047604
13618,epidemiology definition,0.025037827
13619,sweating while sleeping,0.024996482
13620,does nicotine cause cancer,0.024984406
